No.,Date,Time,Type,Lat,Long,Vessel,Vessel Status,Boarding,Damage to property,Damage to human life,Weapon,Port/ Out Side Port Limits,Country,Location,Summary
139,02.05.2021,19:30,Robbery,-11.59,-077.1240,Tanker,Anchored,Yes,No,No,Yes,Port,Peru,Americas,"Four robbers armed with knives managed to board the vessel and took a duty crew member hostage, tying him up before stealing the crew member's personal belongings and ship's properties at Callao Anchorage. The robbers then made their escape. "
140,09.05.2021,15:39,Piracy Attack,01.1477,104.0279,Tanker,Underway,No,No,No,No,Open Sea,Indonesia,South East Asia,"Robbers attempted to board vessel with a hook or rope thrown to the ship approx 3.1nm NW of Pulau Nongsa, Batam, but it failed to reach the ship "
141,09.05.2021,,,,,Tanker,,No,No,No,No,Open Sea,Syria,Europe,An explosion occurred during maintenance operations onboard an oil tanker off the coast of Syria's Baniyas. The fire was extinguished by the crew quickly with no casualties.
142,17.05.2021,15:37,General Alert,24.4840,066.5737,,,,,,,Open Sea,Pakistan,Indian Ocean,A Live Firing Practice 
143,19.05.2021,18:30,Hijacking,04.3305,000.1506,Fishing,Underway,Yes,No,No,Yes,Open Sea,Ghana,West Africa,"One skiff with eight pirates onboard approached and fired upon the fishing vessel 66nm south of Tema. Once the vessel stopped, five pirates armed with AK47's managed to board the vessel and gave instructions to alter course to the Southeast. After 6 hours on board and reaching a location of approximately 103nm south-southeast of Tema, the pirates disembarked the vessel kidnapping five crew members"
144,23.05.2021,22:30,Robbery,01.1670,104.1660,Bulk,Underway,Yes,No,No,Yes,Open Sea,Singapore Straits,South East Asia,"Four robbers armed with knives managed to board the vessel and threatened the duty crew who then retreated to the accommodation. The alarm was raised, and crew mustered resulting in the robbers escaping empty handed. "
145,24.05.2021,00:48,Robbery,01.1628,104.1716,Bulk,Underway,Yes,No,No,No,Open Sea,Singapore Straits,South East Asia,Up to three robbers were spotted in the engine room. Stolen nothing.
146,24.05.2021,,General Alert,,,,,No,No,No,No,,Red Sea,Indian Ocean,the Saudi-led coalition discovered and destroyed a marine mine (Iranian made of the 'Sadaf' type”) planted by Iran-aligned Houthis in the south of the Red Sea. No damage reported.
147,26.05.2021,04:20,Robbery,04.4101,007.0903,Cargo,Berthed,Yes,No,No,No,Port,Nigeria,West Africa,The duty watchman observed one robber on board the vessel at Onne Port. The robber was arrested approximately one hour later. 
148,27.05.2021,,General Alert,04.2880,005.4760,Passenger Boat,Underway,No,No,Yes,Yes,Open Sea,Nigeria,West Africa,"A number of armed persons opened fire on the passenger boat wounding the pilot and killing a young girl. The local media reports that vessel was attacked between Swali, Yenegoa and Koluama, Southern Ijaw."
149,30.05.2021,10:55,General Alert,24.19,066.58,,,,,,,Open Sea,Pakistan,Indian Ocean,"A Surface, Anti-Aircraft and Depth Charge Live Firing Practice"
150,26.05.2021,08:30,Robbery,20.5980,071.5591,Tug,Towing,Yes,No,No,No,Open Sea,India,Indian Ocean,"A robbery occurred on a dead ship under tow from a tug boat, approximately 7nm Southeast of Mahuva, Gujarat, India. Two fishing boats with ten persons onboard approached the dead ship and used a ladder to board the vessel. The details of what items were stolen from the dead vessel have not been confirmed. "
151,31.05.2021,19:30,Piracy Attack,04.3380,002.2320,Fishing,,Yes,No,No,No,Open Sea,Benin,West Africa,"Pirates, onboard two speedboats, managed to board the vessel and kidnap five crew members approximately 107nm south of Cotonou."
152,,,,,,,,,,,,,,,
153,,,,,,,,,,,,,,,
154,31.05.2021,15:10,General Alert,05.00,002.30,,,,,,,Open Sea,Gulf of Guinea,West Africa,The MDAT-GoG has released a notice that they believe there is an increased threat of piracy in the immediate future in the area 
155,01.06.2021,16:58,General Alert,25.0588,062.2227,,,,,,,Open Sea,Pakistan,Indian Ocean,A Firing practice with live ammunition
156,02.06.2021,00:37,Robbery,01.1613,104.1435,Bulk,Underway,Yes,No,No,Yes,Open Sea,Singapore Straits,South East Asia,"Up to four robbers armed with knives were spotted in the steering gear room by the Chief Engineer. The Master requested to return to Singapore, for assistance to establish if the perpetrators were still onboard. All crew were reported safe."
157,02.06.2021,02:25,General Alert,,,Navy,,No,Yes,No,No,Open Sea,Gulf of Oman,Indian Ocean,"The blaze began on an Iranian Navy ship in the Gulf of Oman and firefighters tried to contain it. The vessel sank near the Iranian port of Jask, some 1,270 kilometers (790 miles) southeast of Tehran on the Gulf of Oman near the Strait of Hormuz — the narrow mouth of the Persian Gulf. Crew are reported safe."
158,01.06.2021,,General Alert,,,Navy,,,,,,Port,Iran,Indian Ocean,An Iranian Navy ship thought to be bound for Venezuela left its port in late April with seven high-speed missile-attack craft strapped to its deck in Rajaei Port.
159,01.06.2021,00:20,Robbery,-14.2180,040.4270,Tanker,Anchored,Yes,No,No,Yes,Port,Mozamique,Indian Ocean," Two robbers, armed with knives had boarded the vessel at Fernao Veloso Bay Anchorage and escaping empty handed after alarm was raised. "
160,02.06.2021,19:22,General Alert,,,,,,,,,Open Sea,Gulf of Guinea,West Africa,"The MDAT-GoG has reported that they strongly recommend the seafaring community, ships and fishing vessels, who are thought to be vulnerable transiting the area covering Togo to Guinea Bissau"
161,04.06.2021,12:36,General Alert,03.54,003.25,,,,,,,Open Sea,Gulf of Guinea,West Africa,The MDAT-GoG have released a notice stating that they believe the threat of piracy over the next thirty-six hours is assessed to be high in the areas from Cameroon to the Ivory Coast.
162,04.06.2021,09:40,Suspicious Approach,05.2820,000.4610,Tanker,Underway,No,No,No,No,Open Sea,Gulf of Guinea,West Africa,"Ten persons on board a wooden boat approached the vessel port side, signalling distress and making requests for the vessel to reduce speed  approximately 46nm East-southeast of Tema. The wooden boat continued to follow the tanker for twenty minutes before aborting its pursuit."
163,03.04.2021,,General Alert,04.30,007.07,Passenger Boat,Underway,Yes,No,Yes,Yes,Open Sea,Nigeria,West Africa,"A number of armed men onboard two speedboats intercepted the boat, attacking passengers and stole personal belongings, including the passenger boat engine  in the Degema LGA waterways, Rivers State. Two passengers later died from the attack. "
164,05.06.2021,01:30,Robbery,01.5787,104.1372,Bulk,Underway,Yes,No,No,No,Open Sea,Singapore Straits,South East Asia,Three robbers managed to board the vessel before being spotted in the engine room. The robbers then made their escape having stolen engine spares. 
165,06.06.2021,17:00,Suspicious Approach,02.49,002.31,Bulk,Underway,No,No,No,Yes,Open Sea,Gulf of Guinea,West Africa,"A vessel was approached by a single skiff with six armed pirates, approximately 212nm south of Cotonou. The pirates made three attempts to board the bulk carrier but were unsuccessful."
166,07.06.2021,10:35,General Alert,05.00,000.00,,,,,,,Open Sea,Gulf of Guinea,West Africa,The MDAT-GoG have released a notice that the threat of piracy remains high in the following area:
167,15.06.2021,15:00,General Alert,21.06,038.5850,,,,,,,Open Sea,Red Sea,Indian Ocean,A Live Firing Practice 
168,16.06.2021,23:30,Robbery,14.3340,120.5520,Container,Anchored,Yes,No,No,No,Port,Philippines,South East Asia,"Robbers were able to board the vessel, steal items of ship's stores and escape unnoticed. "
169,16.06.2021,00:30,Robbery,14.3387,120.5533,Container,Anchored,Yes,No,No,No,Port,Philippines,South East Asia,"Up to five robbers were spotted leaving the container vessel on a motor driven banca with several cans of paint from the ship's stores at South Harbour Anchorage, Manila. Robbers were able to board the vessel, steal items of ship's stores and escape unnoticed. "
170,24.06.2021,14:39,Robbery,-05.59,106.54,Container,Anchored,Yes,No,No,No,Port,Indonesia,South East Asia,Two robbers managed to board a vessel whilst undergoing anchoring operations in Jakarta. Nothing was stolen. 
171,25.06.2021,23:45,Robbery,01.1493,104.1121,Bulk,Underway,Yes,No,No,Yes,Open Sea,Singapore Straits,South East Asia,The Master spotted the robber armed with a knife and mustered the crew. The robber had escaped and stole some engine spares.
172,26.06.2021,00:14,Robbery,01.1715,104.17,Bulk,Underway,Yes,No,No,No,Open Sea,Singapore Straits,South East Asia,Four robbers managed to board a vessel while underway in the east bound lane of the traffic separation scheme. Engine parts were stolen.
173,22.06.2021,03:40,Robbery,14.3390,120.5520,Container,Anchored,Yes,No,No,No,Port,Philippines,South East Asia,"Robbers were able to board the vessel, steal items from the ship's stores and escape unnoticed at Manila Anchorage."
174,25.06.2021,17:05,Robbery,01.1650,104.1690,Bulk,Underway,Yes,No,No,Yes,Open Sea,Singapore Straits,South East Asia,"One Robber armed with knife escaped when sighted. The crew was not injured, and nothing was stolen."
175,28.06.2021,14:50,General Alert,24.19,066.58,,,,,,,Open Sea,Pakistan,Indian Ocean,"A Surface, Anti-Aircraft and Depth Charge Live Firing Practice"
176,28.06.2021,15:10,General Alert,24.4840,066.5737,,,,,,,Open Sea,Pakistan,Indian Ocean,A Live Firing Practice 
177,30.06.2021,00:40,Robbery,01.1653,104.1610,Bulk,Underway,Yes,No,?,?,Open Sea,Singapore Straits,South East Asia,"Four robbers were spotted in the engine room. Whilst onboard, the robbers threatened crew members with a metal object and were able to escape with stolen items of engine spares. "
178,29.06.2021,16:20,Robbery,01.1610,104.1410,Bulk,Underway,Yes,No,No,No,Open Sea,Singapore Straits,South East Asia,"Four robbers were spotted in the engine room, around 4nm SSW of Kampung Sungai Buntu, Malaysia (Malacca Strait). The robbers escaped with stolen engine spares."
179,30.06.2021,17:20,General Alert,,,,,,,,,Open Sea,Gulf of Guinea,West Africa,"The MDAT-GoG has released a notice stating that they believe there is an increased threat of piracy to mariners in Zone F, the area covering Togo to Guinea Bissau."
180,28.06.2021,16:00,Robbery,-12.01,-077.13,Tanker,Anchored,Yes,No,No,No,Port,Peru,Americas,The robbers managed to board a vessel at Callao. Ships stores were reported stolen
181,30.06.2021,00:30,Robbery,-12.01,-077.13,Tanker,Anchored,Yes,No,No,No,Port,Peru,Americas,The robbers managed to board a vessel at Callao. Nothing was stolen.
182,01.07.2021,13:00,General Alert,02.40,001.00,,,,,,,Open Sea,Gulf of Guinea,West Africa,A Pirate AcHon Group have set sail from the Niger Delta Region and are preparing to carry out attacks on merchant vessels transiting within areas cover from Guinea up to the Cameroon border.
183,02.07.2021,15:35,General Alert,25.11,066.45,,,,,,,Open Sea,Pakistan,Indian Ocean,A Live-Piring by Air Defence
184,03.07.2021,12:00,General Alert,,,Merchant,Underway,No,No,No,Yes,Open Sea,UAE,Indian Ocean,"An Israeli merchant vessel had been attacked while underway from Jeddah to the United Arab Emirates, causing a fire to erupt onboard the vessel. No casualties have been reported in the attack. The owners have reported no significant damage. the vessel had been struck by an ""unidentifiable weapon”. "
185,26.06.2021,23:40,Robbery,17.0060,082.20,Supply,Anchored,Yes,No,No,No,Port,India,Indian Ocean,one robber at the port aft rope store on the main deck then made his escape having stolen mooring rope. 
186,05.07.2021,23:40,General Alert,03.45,005.15,,,,,,,Open Sea,Pakistan,Indian Ocean,An increased threat of piracy within an area of zone E. Mariners are advised to exercise extreme caution when transiting this area.
187,28.06.2021,03:15,Robbery,14.3378,120.5554,Container,Anchored,Yes,No,No,No,Port,Philippines,South East Asia,Two robbers were spoMed in the Bosun's store. The perpetrators jumping overboard and escaping in a motor powered banca with a one set of breathing apparatus.
188,02.07.2021,21:12,Robbery,-12.00,-077.13,Bulk,Anchored,No,No,No,No,Port,Peru,Americas,Spotted up to six robbers attempting to board the bulk carrier by climbing the starboard side anchor chain. The perpetrators escaping empty handed. 
189,08.07.2021,03:30,Robbery,09.1820,-013.4950,Bulk,Anchored,Yes,No,No,No,Port,Guinea,West Africa,"Seven robbers, armed with firearms and knives managed to board the vessel and steal crew belongings before escaping."
190,09.07.2021,12:02,General Alert,02.2335,009.5021,,,,,,,Open Sea,Gulf of Guinea,West Africa,An increased threat of piracy within an area
191,08.07.2021,02:18,Robbery,03.55,098.44,Tanker,Anchored,Yes,No,No,Yes,Port,Indonesia,South East Asia,Two robbers armed with a knife and a rod managed to board a tanker whilst anchored at Belawan anchorageThe robbers escaped via fire hoses attached to the bollards. Two fire hose couplings were stolen.
192,12.07.2021,19:20,Robbery,-12.0140,-077.1260,Tanker,Anchored,Yes,Yes,No,No,Port,Peru,Americas,Five robbers that had boarded the tanker using ropesat Callao Anchorage. The perpetrators escaping in a motorboat. A full search was completed where it was discovered that the bosun store padlock had been cut but nothing had been stolen. 
193,14.07.2021,08:25,General Alert,-01.07,-007.02,Bulk,Underway,No,No,No,No,Open Sea,Gulf of Guinea,West Africa,"A bulk carrier was approached whilst underway approximately 90nm south- southeast of Sao Tome and Principe. This incident was not a suspicious approach. Further invesIgaIons have revealed that the vessel in quesIon was a fishing vessel manoeuvring to recover her nets in order to avoid them being damaged. 
"
194,13.07.2021,,Robbery,22.0248,088.0528,Bulk,Berthed,Yes,Yes,No,No,Port,India,Indian Ocean,"Robbers were able to board the vessel, steal items of ship's spares and escape unnoticed at Haldia Port. "
195,17.07.2021,00:40,Robbery,01.1660,104.1460,Bulk,Underway,Yes,No,No,Yes,Port,Singapore Straits,South East Asia,Five robbers armed with knives were spotted in the engine room before making their empty handed escape.
196,17.07.2021,00:16,Robbery,01.1603,104.1258,Bulk,Underway,Yes,No,No,No,Port,Singapore Straits,South East Asia,"A number of robbers managed to board the vessel before being spotted in the steering room in the Eastbound Lane of the Traffic SeparaNon Scheme, Singapore Straits. It is currently being conducted to idenNfy which items were stolen. "
197,15.07.2021,21:30,Robbery,18.3410,-072.2405,Bulk,Anchored,Yes,No,No,Yes,Port,Haiti,Americas,"Five robbers with firearms and knives boarded the vessel using long ladders. Upon hearing the alarm, the robbers made their escape empty handed. "
198,17.07.2021,22:30,Robbery,18.4808,-091.4603,Supply,Anchored,No,No,No,No,Port,Mexico,Americas,"Up to five persons on board armed with a gun approached an offshore support vessel at Ciudad Del Carmen anchorage.Upon seeing the armed guard onboard the support vessel, the approach was aborted and they moved away "
199,18.07.2021,22:30,General Alert,,,,,,,Yes,Yes,Port,Nigeria,West Africa,"The suspects, who came in a speedboat, planned to loot the armoury at the military checkpoint in the area in Tuomo community, Burutu council area of Delta State. As a result the death of a soldier and two members of the gang while one of the fleeing pirates was arrested. "
200,19.07.2021,,General Alert,,,Passenger Boat,Underway,?,No,?,?,Open Sea,Nigeria,West Africa,Eight persons were kidnapped by gunmen suspected to be pirates along the Kula-Abonrma waterway in Rivers State whilst underway to Port Harcourt.
201,17.07.2021,01:25,Robbery,14.3304,120.5604,Container,Anchored,Yes,Yes,No,Yes,Port,Philippines,South East Asia,"The intruder pointed an improvised gun at the watchman’s head, tied him to the ships railings and stole his radio. Seven other intruders appeared and broke the padlock to the boatswain’s locker stealing a coil of new mooring rope. All eight intruders escaped from the vessel in an unmarked motorboat. "
202,10.07.2021,,Robbery,14.3302,120.5603,Container,Anchored,Yes,Yes,No,No,Port,Philippines,South East Asia,"Two robbers were discovered by the duty crew lowering materials into a motorboat from the forecastle using a rope. Upon seeing the duty crew, the robbers jumped overboard and escaped. An inspection confirmed that the bosuns store was broken into and a number of ships items were missing. "
203,26.07.2021,16:23,General Alert,24.4840,066.5737,,,,,,,Open Sea,Pakistan,Indian Ocean,A Live Firing Practice
204,26.07.2021,16:23,General Alert,24.19,066.58,,,,,,,Open Sea,Pakistan,Indian Ocean,An Anti-Aircraft and Depth charge Live Firing Practice
205,29.07.2021,07:00,General Alert,18.48,058.55,Tanker,?,No,Yes,No,?,Open Sea,Oman,Indian Ocean,An incident has taken place on a tanker approximately 86nm Southwest of Al Duqm Port. The UKMTO has confirmed that the incident is non piracy related. The attack is said to be from drones but yet to be verified..
206,29.07.2021,18:00,General Alert,21.1612,059.4542,Tanker,Underway,No,Yes,Yes,Yes,Open Sea,Oman,Indian Ocean,"an Israeli owned vessel was attacked approximately 152NM NE Duqm, Oman while underway from Dar es Salaam to Fujairah. From the closed sources it is known that one crew and one armed guard on the vessel are dead due to the attack. Following an investigation, the U.S. Central Command has confirmed that the attack on the tanker was carried out by an explosive Unmanned Aerial Vehicle. "
207,31.07.2021,22:45,Robbery,05.35,000.03,Container,Anchored,No,No,No,No,Port,Ghana,West Africa,"Three robbers on board a small boat were spotted by on duty crew members, the alarm was raised and the fire hoses were activated. These actions resulted in the robbers departing. Within an hour the same robbers attempted to board the containership for the second time, however, this was also unsuccessful."
208,29.07.2021,00:30,Robbery,10.19,-075.31,Bulk,Anchored,Yes,No,No,No,Port,Columbia,Americas,Two robbers were spotted on the forecastle by duty crew and escaped with stolen items of ship's property. 
209,30.07.2021,02:00,Robbery,-00.0370,-051.0603,Cargo,Anchored,Yes,No,No,No,Port,Brazil,Americas,"Robbers were able to board the vessel, steal items of the ship's stores and escape unnoOced."
210,29.07.2021,12:33,Robbery,-04.1530,152.11,Tanker,Anchored,Yes,No,No,No,Port,Papua New Guinea,South East Asia,Two robbers were able to board the tanker and enter the accommodation through a door on the starboard side upper deck and made their escape with a laptop they had been able to steal from the ship's office.
211,03.08.2021,12:30,General Alert,24.5950,057.2860,Tanker,N/A,Yes,No,No,No,Open Sea,UAE,Indian Ocean,"The UKMTO has reported that an incident has occurred on tanker approximately 61nm East of Fujairah. UPDATE 3: The UKMTO has released a report confirming that the persons who boarded the tanker have disembarked, the incident is over and the vessel is classed as safe. "
212,05.08.2021,01:12,Robbery,-02.2990,-080.0480,Container,Underway,No,No,No,No,Open Sea,Ecuador,Americas,"The duty crew noticed a skiff with five robbers alongside the vessel. The alarm was then raised. Upon hearing the alarm, the skiff fled the area."
213,10.08.2021,07:30,General Alert,04.3835,007.0930,Passenger Boat,Underway,N/A,N/A,N/A,N/A,Open Sea,Nigeria,West Africa,"a passenger boat was attacked whilst underway on the Bonny River, close to Onne Port. Five passengers have been reported kidnapped. five kidnapped passengers were released on the evening of 11th August 2021. "
214,13.08.2021,N/A,General Alert,02.5848,046.4405,N/A,N/A,No,No,No,Yes,Open Sea,Somalia,Indian Ocean,The UKMTO has reported that a vessel was attacked by one skiff with four persons onboard closest point of approach 0.5nm. PST onboard the vessel replied and there was an exchange of fire. After one hour the skiff turned away toward the coast. 
215,08.08.2021,01:20,Robbery,-06.02,106.53,Bulk,Anchored,Yes,Yes,No,Yes,Port,Indonesia,South East Asia,Robbers armed with knives managed to board the vessel and then tied up the duty crew and then broke into the steering gear room and stole spare parts.
216,13.08.2021,01:30,Robbery,14.35,120.50,Container,Anchored,Yes,No,No,Yes,Port,Philippines,South East Asia,Five armed robbers managed to board the vessel and Ie up one crew member before stealing the ship's properIes and then making their escape.
217,04.08.2021,21:40,Robbery,14.33,120.55,Container,Anchored,Yes,Yes,No,Yes,Port,Philippines,South East Asia,"Three robbers were spotted by duty crew, trying to steal ship's property at the forecastle. One of the robbers attempted to stab the duty crew before the other two robbers tied the duty crew to the forecastle deck. The robbers then broke the padlock to the forecastle, stole the ship's properties and made their escape. "
218,18.08.2021,01:30,Robbery,-12.0071,-077.1163,Bulk,Anchored,Yes,No,No,Yes,Port,Peru,Americas,Seven robbers armed with knives boarded the vessel and Led up the duty crew before stealing the ship's stores and making their escape.
219,16.08.2021,06:00,Piracy Attack,04.15,005.45,Oil Platform,N/A,No,No,No,Yes,Open Sea,Nigeria,West Africa,"The armed aggressors approached the plaHorm in one speed boat before an exchange of fire took place with the military personnel onboard the plaHorm. The alarm was raised. Upon seeing the security vessel, the speed boat fled the area."
220,21.08.2021,03:00,Robbery,01.18,104.1480,Bulk,Underway,Yes,No,No,Yes,Port,Singapore Straits,South East Asia,Four robbers armed with knives boarded the vessel and threatened the engineer before stealing the ship's stores.
221,20.08.2021,22:20,Robbery,01.15,104.0650,Bulk,Underway,Yes,No,No,Yes,Port,Singapore Straits,South East Asia,"Four robbers armed with knives boarded the vessel before being spotted by duty crew in the engine room. The alarm was raised and the robbers made their escape, having stolen the ship's stores."
222,18.08.2021,20:38,Robbery,14.3354,120.5767,Dredger,Anchored,Yes,No,No,Yes,Port,Philippines,South East Asia,Four robbers armed with gun boarded the vessel before being spotted. Nothing was reported stolen.
223,28.08.2021,05:00,Robbery,03.4702,098.42,Tanker,Berthed,Yes,No,No,Yes,Port,Indonesia,South East Asia,"Two robbers, armed with knives were able to board the tanker, steal items of ship's property and escape unnoticed."
224,31.08.2021,05:25,Robbery,-00.0370,-051.0610,Tanker,Anchored,Yes,No,No,No,Port,Brazil,Americas,"Two robbers were spotted near the forecastle, which resulted in the perpetrators escaping through the anchor hawse pipe. Nothing was reported stolen."
225,05.09.2021,07:41,General Alert,24.19,066.58,,,,,,,,Pakistan,Indian Ocean,"A Surface, Anti-Aircraft and Depth Charge Live Firing Practice"
226,05.09.2021,01:00,General Alert,00.1812,009.2442,Supply,Anchored,Yes,No,Yes,Yes,Port,Gabon,West Africa,The UKMTO has reported that a supply vessel anchored 6nm southwest of Libreville was boarded by a number of armed intruders resulNng in two crew members being injured.
227,06.09.2021,04:45,Robbery,05.3126,000.0091,Bulk,Anchored,No,No,No,No,Port,Ghana,West Africa,"Six robbers, onboard a small boat were spotted approaching the bulk carrier by a duty crew member. The duty crew member kept shouting at the perpetrators who circled the ship before moving away. "
228,08.09.2021,15:56,General Alert,25.11,066.45,,,,,,,Open Sea,Pakistan,Indian Ocean,A Firing practice with live ammunition
229,07.09.2021,N/A,General Alert,04.31,007.1120,Passenger Boat,Underway,No,No,No,N/A,Port,Nigeria,West Africa,"a passenger boat was attacked whilst transiting the Bonny River, between Bonny and Onne. Five passengers have been reported as kidnapped and later the hijacked passengers have been released. "
230,13.09.2021,04:15,Robbery,01.1542,103.2394,Tanker,Underway,Yes,No,No,Yes,Port,Singapore Straits,South East Asia,"Four robbers, armed with knives were spotted attempting to enter the engine room. And escaped empty handed into a waiting boat with two other perpetrators. "
231,13.09.2021,17:00,Robbery,-12.0123,-077.1102,Container,Anchored,Yes,No,No,No,Port,Peru,Americas,"Robbers were able to board the vessel, steal items from the ship's stores and escape unnoticed."
232,14.09.2021,N/A,Robbery,-05.5970,012.2440,Cargo,Anchored,Yes,No,No,No,Port,Congo,West Africa,The robbers managed to board the vessel and steal the ship's properties without being spotted.
233,14.09.2021,19:25,Robbery,-11.5909,-077.1109,Tanker,Anchored,Yes,No,No,Yes,Port,Peru,Americas,"Four robbers, armed with knives were spotted on the forecastle deck by duty crew. The perpetrators escaping with stolen items from the ship's stores."
234,17.09.2021,23:04,Robbery,01.1692,104.19,Bulk,Underway,Yes,No,No,No,Port,Singapore Straits,South East Asia,Three robbers boarded a vessel. Upon being sighted by the ships crew the robbers jumped overboard. Some generator parts were stolen.
235,18.09.2021,02:40,Robbery,01.1720,104.1990,Bulk,Underway,Yes,No,No,Yes,Port,Singapore Straits,South East Asia,Five intruders armed with knives and guns boarded a vessel and stole engine and generator parts.
236,18.09.2021,15:10,General Alert,13.0844,043.0652,Bulk,Underway,No,No,No,No,Open Sea,Red Sea,Indian Ocean,"A vessel was approached whilst underway 13nm west of Mokah Port, by two suspicious boats, each with nine persons on board."
237,21.09.2021,15:18,Robbery,-01.2102,116.5994,Tanker,Anchored,No,No,No,No,Port,Indonesia,South East Asia,One robber was spoFed by a duty crew aFempNng to board the vessel through the anchor hose pipe.
238,23.09.2021,09:00,General Alert,03.44,004.44,,,,,,,Open Sea,Gulf of Guinea,West Africa,"The MDAT-GoG has released a notice stating that they believe there is an increased threat of piracy over the next twenty-four to forty-eight hours to mariners in Zone E, which is from Togo to Cameroon "
239,26.09.2021,09:38,Suspicious Approach,00.51,006.5970,Bulk,Underway,No,No,No,No,Open Sea,Sao Tome,West Africa,"The vessel was approached by one skiff, approximately 12m long with a blue and white hull. The suspicious vessel stopped its approach after thirty minutes. "
240,26.09.2021,18:55,Robbery,-12.0105,-077.1107,Bulk,Anchored,Yes,No,No,Yes,Port,Peru,Americas,"Duty crew spotted six robbers, armed with knives, attempting to break into the bosun store. The robbers threatened the duty crew before making their escape empty handed."
241,29.09.2021,13:32,General Alert,-12.01,-077.12,,,,,,,Port,Peru,Americas,GENERAL WARNING.
242,06.10.2021,02:30,Robbery,01.15,104.0682,Tanker,Underway,Yes,No,No,No,Port,Singapore Straits,South East Asia,Three robbers were spoOed boarding the vessel. A search was conducted which confirmed the perpetrators had escaped with some engine parts.
243,06.10.2021,04:20,Robbery,05.4811,118.0576,Tanker,Anchored,Yes,No,No,No,Port,Malaysia,South East Asia,"Two robbers were spotted on the forecastle by duty crew. Upon seeing the alerted crew, the perpetrators made their escape with stolen items of ship's stores and property."
244,06.10.2021,N/A,Robbery,N/A,N/A,Bulk,Underway,Yes,No,No,No,Port,Singapore Straits,South East Asia,"Robbers were able to board the vessel, steal items of ship's spares and escape unnoticed."
245,10.10.2021,23:30,Robbery,01.1580,104.1130,Bulk,Underway,Yes,No,No,No,Port,Singapore Straits,South East Asia," Two robbers were spotted in the engine room by duty crew, the alarm was raised and the crew mustered which resulted in the perpetrators escaping empty handed."
246,11.10.2021,02:00,Suspicious Approach,04.19,001.10,Fishing,N/A,No,No,No,No,Open Sea,Gulf of Guinea,West Africa,The vessel was approached by two speedboats. The armed guard onboard the fishing vessel fired warning shots causing the speedboats to stop their approach.
247,14.10.2021,23:52,Robbery,01.1510,104.0365,Tanker,Underway,Yes,No,No,No,Port,Singapore Straits,South East Asia,Robbers managed to board the vessel unnoticed but were unsuccessful in their attempt to steal ship's stores.
248,15.10.2021,00:40,Robbery,01.1464,104.0258,Tanker,Underway,Yes,No,No,Yes,Port,Singapore Straits,South East Asia,Eight robbers armed with knives managed to board the vessel and steal engine parts.
249,04.10.2021,07:50,Suspicious Approach,13.0620,043.0770,Tanker,Underway,No,No,No,No,Open Sea,Bab-el-Mandeb,Indian Ocean,The vessel was approached by one skiff from the port beam. The skiff stopped its approach upon the tanker increasing its speed and seeing the presence of the armed guards.
250,15.10.2021,22:45,Robbery,01.1702,104.1385,Bulk,Underway,Yes,No,No,No,Port,Singapore Straits,South East Asia,"Duty crew spotted five robbers onboard the vessel and raised the alarm, which resulted in the perpetrators escaping empty handed. "
251,19.10.2021,07:45,Suspicious Approach,12.43,043.16,N/A,Underway,No,No,No,No,Open Sea,Bab-el-Mandeb,Indian Ocean,Six persons onboard one small craft approached the vessel aggressively and ladders were sighted. The armed security team onboard the vessel displayed their weapons which resulted in the suspicious craft aborting its approach.
252,19.10.2021,09:30,General Alert,01.50,001.11,Tug,N/A,,,,,Open Sea,Gulf of Guinea,West Africa,UNKNOWN SUSPICIOUS TUG BOAT WAS SIGHTED
253,20.10.2021,02:10,Robbery,01.1673,104.1686,Cargo,Underway,Yes,No,No,Yes,Port,Singapore Straits,South East Asia,"Five robbers, two of them armed with guns managed to board the vessel but were unsuccessful in their attempts to steal the ship's properties and made their escape."
254,21.10.2021,06:10,Piracy Attack,-03.1137,-080.0280,Container,Underway,No,No,No,Yes,Port,Ecuador,Americas,Six armed men onboard a speedboat approached and fired upon the vessel. The vessel increased its speed and carried out evasive manoeuvres causing the speedboat to end its approach
255,24.10.2021,22:50,Robbery,01.1470,104.0170,Bulk,Underway,Yes,No,No,No,Port,Singapore Straits,South East Asia,"Four robbers were spotted at the stern and upon being sighted, jumped overboard. Nothing had been stolen."
256,25.10.2021,08:24,General Alert,02.30,005.00,,,,,,,Open Sea,Gulf of Guinea,West Africa,MDAT-GoG has released a notice stating that they are aware the threat of piracy remains high.
257,25.10.2021,08:15,Piracy Attack,02.13,004.50,Container,N/A,Yes,No,No,No,Open Sea,Gulf of Guinea,West Africa,A vessel has been boarded approximately 150nm Northwest of Santo Antonio. The crew have been able to retreat to the citadel.
258,25.10.2021,02:08,Robbery,09.22,013.40,Cargo,Anchored,Yes,No,No,Yes,Open Sea,Guinea,West Africa,A vessel was boarded by seven robbers armed with knives and guns. The robbers managed to steal twelve computers and nine laptops.
259,25.10.2021,21:26,Piracy Attack,02.3512,007.5912,Supply,N/A,Yes,No,No,No,Open Sea,Gulf of Guinea,West Africa,A vessel was boarded 62nm Northeast of Santo Antonio. The pirates departed the vessel at approximately 04:00 UTC 
260,28.10.2021,01:10,Robbery,01.1690,104.1990,Tanker,Underway,Yes,Yes,No,No,Port,Singapore Straits,South East Asia,"The padlock to the steering room was found broken by duty crew, who then spotted three perpetrators jumping overboard empty handed."
